역명, 이용인원 
갈산,9973
부평구청,10537
부평시장,19946
부평,14474
동수,5795
부평삼거리,4228
간석오거리,17576
인천시청,7579
예술회관,19916
인천터미널,31599
문학경기장,28497
선학,11242
신연수,6984
원인재,4342
동춘,16597
동막,7354
캠퍼스타운,9110
테크노파크,21118
지식정보단지,5158
인천대입구,12956
센트럴파크(재외동포청),9807
국제업무지구,2399
송도달빛축제공원,23589
계양,4653
귤현,1111
박촌,4133
임학,8784
계산,13444
경인교대입구,7274
작전,13952
갈산,6434
부평구청,7170
부평시장,14649
부평,8862
동수,4356
부평삼거리,3157
간석오거리,12351
인천시청,5150
예술회관,11841
인천터미널,22200
문학경기장,1479
선학,7620
신연수,5061
원인재,2716
동춘,9305
동막,4930
캠퍼스타운,6311
테크노파크,15908
지식정보단지,3206
인천대입구,8090
센트럴파크(재외동포청),5533
국제업무지구,1014
송도달빛축제공원,11467
계양,7109
귤현,2263
박촌,7489
임학,15025
계산,20630
경인교대입구,10658
작전,26170
갈산,18341
부평구청,12630
부평시장,25238
부평,11965
동수,8042
부평삼거리,4822
간석오거리,20300
인천시청,10159
예술회관,21676
인천터미널,24326
문학경기장,3104
선학,11238
신연수,10363
원인재,5346
동춘,19299
동막,10336
캠퍼스타운,11559
테크노파크,20034
지식정보단지,9431
인천대입구,12267
센트럴파크(재외동포청),6810
국제업무지구,3449
송도달빛축제공원,9570
계양,7012
귤현,2340
박촌,7517
임학,14929
계산,19500
경인교대입구,10719
작전,25690
갈산,18481
부평구청,13030
부평시장,24580
부평,11900
동수,7871
부평삼거리,4778
간석오거리,19886
인천시청,10647
예술회관,21633
인천터미널,23789
문학경기장,3545
선학,11258
신연수,10411
원인재,5634
동춘,19179
동막,10385
캠퍼스타운,11536
테크노파크,20479
지식정보단지,9345
인천대입구,12759
센트럴파크(재외동포청),6850
국제업무지구,3573
송도달빛축제공원,9234
계양,7679
귤현,2520
박촌,7951
임학,16046
계산,21652
경인교대입구,11356
작전,27689
갈산,19518
부평구청,13897
부평시장,27036
부평,12609
동수,8478
부평삼거리,5511
간석오거리,22326
인천시청,11543
예술회관,23695
인천터미널,25718
문학경기장,7932
선학,12220
신연수,11133
원인재,5969
동춘,20671
동막,11456
캠퍼스타운,12523
테크노파크,21802
지식정보단지,10101
인천대입구,14420
센트럴파크(재외동포청),7765
국제업무지구,3656
송도달빛축제공원,12320
계양,7800
귤현,2517
박촌,7901
임학,16145
계산,22015
경인교대입구,11836
작전,27780
갈산,19607
부평구청,14099
부평시장,27389
부평,13052
동수,8367
부평삼거리,5421
간석오거리,22494
인천시청,11229
예술회관,23401
인천터미널,27038
문학경기장,9291
선학,12443
신연수,11422
원인재,5994
동춘,20886
동막,11239
캠퍼스타운,13025
테크노파크,22338
지식정보단지,10166
인천대입구,14276
센트럴파크(재외동포청),8584
국제업무지구,3790
송도달빛축제공원,14722
계양,8223
귤현,2585
박촌,8436
임학,16968
계산,22530
경인교대입구,11657
작전,29092
갈산,19332
부평구청,14273
부평시장,27915
부평,14416
동수,8593
부평삼거리,5720
간석오거리,23133
인천시청,12007
예술회관,24949
인천터미널,31288
문학경기장,15105
선학,13035
신연수,11978
원인재,6408
동춘,22019
동막,11644
캠퍼스타운,13718
테크노파크,23467
지식정보단지,10885
인천대입구,18229
센트럴파크(재외동포청),8571
국제업무지구,3882
송도달빛축제공원,18612
계양,6791
귤현,1763
박촌,5768
임학,12502
계산,19019
경인교대입구,9258
작전,21770
갈산,9955
부평구청,10631
부평시장,19848
부평,13858
동수,6047
부평삼거리,4576
간석오거리,18088
인천시청,7862
예술회관,18753
인천터미널,29462
문학경기장,17927
선학,10863
신연수,6906
원인재,4567
동춘,16694
동막,7682
캠퍼스타운,9993
테크노파크,22020
지식정보단지,5385
인천대입구,12859
센트럴파크(재외동포청),9609
국제업무지구,2618
송도달빛축제공원,26398
계양,4717
귤현,1136
박촌,4174
임학,8757
계산,13562
경인교대입구,7129
작전,14782
갈산,6512
부평구청,6987
부평시장,14677
부평,9241
동수,4364
부평삼거리,3272
간석오거리,12418
인천시청,5443
예술회관,12265
인천터미널,23324
문학경기장,14494
선학,7815
신연수,4869
원인재,2604
동춘,11268
동막,4615
캠퍼스타운,6643
테크노파크,14924
지식정보단지,3387
인천대입구,8346
센트럴파크(재외동포청),5166
국제업무지구,889
송도달빛축제공원,6141
계양,7585
귤현,2445
박촌,7924
임학,16037
계산,21603
경인교대입구,11164
작전,27777
갈산,19237
부평구청,13455
부평시장,26665
부평,12357
동수,8347
부평삼거리,5216
간석오거리,21553
인천시청,11188
예술회관,22752
인천터미널,26183
문학경기장,3473
선학,11701
신연수,11702
원인재,5825
동춘,20027
동막,10782
캠퍼스타운,12516
테크노파크,21333
지식정보단지,10728
인천대입구,18332
센트럴파크(재외동포청),7310
국제업무지구,3407
송도달빛축제공원,9811
계양,7878
귤현,2539
박촌,8056
임학,16324
계산,21292
경인교대입구,11373
작전,28243
갈산,19306
부평구청,14087
부평시장,26945
부평,12472
동수,8479
부평삼거리,5390
간석오거리,22309
인천시청,11320
예술회관,23417
인천터미널,25724
문학경기장,3646
선학,12377
신연수,12078
원인재,6007
동춘,20357
동막,11296
캠퍼스타운,13385
테크노파크,21514
지식정보단지,10794
인천대입구,18206
센트럴파크(재외동포청),7622
국제업무지구,3664
송도달빛축제공원,9960
계양,7850
귤현,2597
박촌,8151
임학,16399
계산,22238
경인교대입구,11370
작전,28402
갈산,19319
부평구청,13849
부평시장,26963
부평,12952
동수,8610
부평삼거리,5355
간석오거리,22242
인천시청,11504
예술회관,23638
인천터미널,26016
문학경기장,3305
선학,12473
신연수,11919
원인재,6268
동춘,20644
동막,11391
캠퍼스타운,12787
테크노파크,21746
지식정보단지,10770
인천대입구,18415
센트럴파크(재외동포청),7677
국제업무지구,3613
송도달빛축제공원,10097
계양,8018
귤현,2568
박촌,8256
임학,16624
계산,22266
경인교대입구,11829
작전,28246
갈산,19531
부평구청,14157
부평시장,27488
부평,12999
동수,8472
부평삼거리,5472
간석오거리,22173
인천시청,11795
예술회관,23906
인천터미널,26983
문학경기장,3589
선학,12771
신연수,11953
원인재,6209
동춘,20840
동막,11126
캠퍼스타운,13128
테크노파크,21931
지식정보단지,10875
인천대입구,19872
센트럴파크(재외동포청),8051
국제업무지구,3735
송도달빛축제공원,10229
계양,8280
귤현,2574
박촌,8193
임학,17047
계산,22341
경인교대입구,11656
작전,28862
갈산,19643
부평구청,14076
부평시장,27930
부평,14206
동수,8658
부평삼거리,5592
간석오거리,22645
인천시청,11608
예술회관,25154
인천터미널,31172
문학경기장,3745
선학,13583
신연수,11957
원인재,6258
동춘,21581
동막,11530
캠퍼스타운,13547
테크노파크,22481
지식정보단지,10606
인천대입구,18621
센트럴파크(재외동포청),9039
국제업무지구,3705
송도달빛축제공원,10580
계양,6829
귤현,1641
박촌,5605
임학,12652
계산,19141
경인교대입구,9136
작전,22677
갈산,10298
부평구청,10624
부평시장,19612
부평,15302
동수,5926
부평삼거리,4375
간석오거리,17392
인천시청,8024
예술회관,18510
인천터미널,29487
문학경기장,14978
선학,10786
신연수,7443
원인재,4334
동춘,16421
동막,7334
캠퍼스타운,9852
테크노파크,20412
지식정보단지,4838
인천대입구,12680
센트럴파크(재외동포청),9048
국제업무지구,2249
송도달빛축제공원,16475
계양,4688
귤현,1092
박촌,4170
임학,9037
계산,13758
경인교대입구,7268
작전,14176
갈산,6694
부평구청,7297
부평시장,14931
부평,9124
동수,4263
부평삼거리,3542
간석오거리,12085
인천시청,5561
예술회관,11799
인천터미널,22998
문학경기장,1464
선학,7792
신연수,5141
원인재,2856
동춘,9155
동막,4682
캠퍼스타운,6345
테크노파크,15364
지식정보단지,2965
인천대입구,8471
센트럴파크(재외동포청),5735
국제업무지구,858
송도달빛축제공원,6517
계양,7838
귤현,2526
박촌,7931
임학,16260
계산,21960
경인교대입구,11463
작전,28247
갈산,19375
부평구청,13614
부평시장,26617
부평,12750
동수,8479
부평삼거리,5378
간석오거리,21678
인천시청,11064
예술회관,23120
인천터미널,26439
문학경기장,3422
선학,12256
신연수,12075
원인재,5984
동춘,20691
동막,10888
캠퍼스타운,12676
테크노파크,21169
지식정보단지,10667
인천대입구,18011
센트럴파크(재외동포청),7339
국제업무지구,3542
송도달빛축제공원,9950
계양,8109
귤현,2559
박촌,8169
임학,16689
계산,21597
경인교대입구,11489
작전,28435
갈산,19820
부평구청,14595
부평시장,27388
부평,12411
동수,8843
부평삼거리,5626
간석오거리,22334
인천시청,11826
예술회관,23903
인천터미널,26159
문학경기장,8803
선학,12781
신연수,12488
원인재,6179
동춘,20879
동막,11478
캠퍼스타운,12542
테크노파크,21897
지식정보단지,11088
인천대입구,18771
센트럴파크(재외동포청),8016
국제업무지구,3827
송도달빛축제공원,10118
계양,7727
귤현,2510
박촌,8082
임학,16256
계산,21539
경인교대입구,11318
작전,27811
갈산,19414
부평구청,13664
부평시장,26468
부평,12467
동수,8781
부평삼거리,5260
간석오거리,21586
인천시청,11035
예술회관,23751
인천터미널,25221
문학경기장,3272
선학,12292
신연수,11658
원인재,6184
동춘,20355
동막,11660
캠퍼스타운,12177
테크노파크,21079
지식정보단지,10637
인천대입구,18307
센트럴파크(재외동포청),7600
국제업무지구,3568
송도달빛축제공원,9946
계양,8135
귤현,2610
박촌,8020
임학,16353
계산,22334
경인교대입구,11701
작전,28131
갈산,19759
부평구청,14082
부평시장,27494
부평,12794
동수,8702
부평삼거리,5683
간석오거리,22340
인천시청,11212
예술회관,24285
인천터미널,26888
문학경기장,3456
선학,12594
신연수,12148
원인재,6409
동춘,20882
동막,11372
캠퍼스타운,13035
테크노파크,22680
지식정보단지,10723
인천대입구,19026
센트럴파크(재외동포청),8171
국제업무지구,3666
송도달빛축제공원,10251
계양,7951
귤현,2662
박촌,8102
임학,16416
계산,21915
경인교대입구,11704
작전,28544
갈산,19641
부평구청,13939
부평시장,27436
부평,14233
동수,8682
부평삼거리,5505
간석오거리,22832
인천시청,11418
예술회관,25113
인천터미널,30658
문학경기장,3424
선학,14073
신연수,11676
원인재,6314
동춘,21188
동막,11426
캠퍼스타운,12951
테크노파크,22347
지식정보단지,10292
인천대입구,18195
센트럴파크(재외동포청),8716
국제업무지구,3674
송도달빛축제공원,10591
계양,6238
귤현,1570
박촌,5470
임학,11608
계산,18008
경인교대입구,9003
작전,21131
갈산,9710
부평구청,9869
부평시장,19301
부평,13136
동수,5645
부평삼거리,4949
간석오거리,17081
인천시청,7852
예술회관,17639
인천터미널,28236
문학경기장,4040
선학,10388
신연수,7228
원인재,4293
동춘,15232
동막,6848
캠퍼스타운,8650
테크노파크,19040
지식정보단지,4795
인천대입구,12201
센트럴파크(재외동포청),7506
국제업무지구,1744
송도달빛축제공원,8004
계양,4506
귤현,1029
박촌,3956
임학,8487
계산,12717
경인교대입구,7225
작전,13849
갈산,6448
부평구청,7291
부평시장,14184
부평,9286
동수,4276
부평삼거리,4093
간석오거리,12609
인천시청,5459
예술회관,12179
인천터미널,23174
문학경기장,2520
선학,8180
신연수,5119
원인재,3046
동춘,12030
동막,4758
캠퍼스타운,7067
테크노파크,15964
지식정보단지,3171
인천대입구,9059
센트럴파크(재외동포청),5472
국제업무지구,750
송도달빛축제공원,6449
계양,7909
귤현,2582
박촌,8045
임학,16273
계산,21691
경인교대입구,11168
작전,27912
갈산,19021
부평구청,13733
부평시장,27049
부평,12575
동수,8379
부평삼거리,5768
간석오거리,21706
인천시청,11031
예술회관,23534
인천터미널,26921
문학경기장,3972
선학,12222
신연수,11995
원인재,6008
동춘,20523
동막,10817
캠퍼스타운,12397
테크노파크,21200
지식정보단지,10770
인천대입구,17926
센트럴파크(재외동포청),7450
국제업무지구,3546
송도달빛축제공원,9863
계양,8237
귤현,2605
박촌,8118
임학,16494
계산,21354
경인교대입구,11388
작전,28227
갈산,19581
부평구청,14232
부평시장,27796
부평,12489
동수,8660
부평삼거리,5719
간석오거리,22272
인천시청,11243
예술회관,23873
인천터미널,25552
문학경기장,3695
선학,12713
신연수,12125
원인재,5974
동춘,20630
동막,11361
캠퍼스타운,12298
테크노파크,21499
지식정보단지,10938
인천대입구,18537
센트럴파크(재외동포청),7981
국제업무지구,3765
송도달빛축제공원,10270
계양,7957
귤현,2566
박촌,7840
임학,15605
계산,20834
경인교대입구,10873
작전,27218
갈산,19428
부평구청,13435
부평시장,25987
부평,12158
동수,8440
부평삼거리,5121
간석오거리,21288
인천시청,10795
예술회관,23194
인천터미널,24548
문학경기장,3212
선학,11946
신연수,11301
원인재,5926
동춘,19592
동막,10830
캠퍼스타운,11740
테크노파크,20034
지식정보단지,10714
인천대입구,17882
센트럴파크(재외동포청),7369
국제업무지구,3642
